,State,Year,NOR(I),NOE(I),NOR(O),NOE(O),Drought,Earthquake,Fire,Flood,Human Cause,Hurricane,Ice,Mud/Landslide,Other,Snow,Storm,Terrorism,Tornado,Tsunami,Typhoon,Volcano,Water,Winter,Total disasters
213,MS,1998,30457,63814.0,30629.0,62472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,MT,1998,14968,28871.0,15518.0,28930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,ME,1998,15285,28042.0,14782.0,25284.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,OR,1998,50733,93358.0,45535.0,85103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,NY,1998,133494,212758.0,182134.0,330094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,WV,1998,17812,35582.0,20180.0,38293.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,LA,1998,37139,73879.0,43556.0,87607.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,ID,1998,21256,45231.0,19179.0,39292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,CT,1998,37959,68166.0,43575.0,76927.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,NE,1998,20852,42697.0,23802.0,47637.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,MI,1998,65298,127861.0,73833.0,135702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,DE,1998,14176,26494.0,11862.0,22242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,ND,1998,8828,16766.0,12035.0,23598.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,OK,1998,40710,87016.0,42288.0,88145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,WI,1998,44832,86929.0,45920.0,82375.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,KY,1998,45028,92540.0,42407.0,86114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,AZ,1998,98090,186545.0,70630.0,136242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,FL,1998,239081,448708.0,193706.0,359749.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,WY,1998,10350,20608.0,11884.0,23339.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,TN,1998,74199,150492.0,64816.0,131080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,HI,1998,20525,39074.0,25454.0,52955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,CA,1998,241352,415323.0,240877.0,470359.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,SD,1998,10634,21099.0,11884.0,22766.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,GA,1998,128557,254829.0,95531.0,191960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,NJ,1998,81591,150742.0,93878.0,170613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,MD,1998,74811,138090.0,74014.0,138290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,TX,1998,197297,404855.0,175287.0,363449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,MN,1998,48893,91243.0,44347.0,79933.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,AR,1998,30367,64786.0,30259.0,62683.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,KS,1998,39317,81719.0,41111.0,84064.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,IN,1998,58223,117189.0,60712.0,116091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,AL,1998,42907,90605.0,44306.0,91064.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,CO,1998,90938,170416.0,68569.0,130896.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,MA,1998,72181,112516.0,70815.0,118460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,OH,1998,84953,162719.0,98259.0,182663.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,IL,1998,102659,186300.0,125262.0,239627.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,IA,1998,29655,59346.0,33790.0,62738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,NV,1998,56162,106072.0,37362.0,70328.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,NC,1998,121795,236916.0,96143.0,190490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,UT,1998,26947,56905.0,28447.0,63091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,WA,1998,85094,161556.0,78100.0,152597.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,NH,1998,23823,43862.0,20922.0,35740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,IL,2005,99148,177346.0,120654.0,228971.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,NH,2005,22584,39848.0,22386.0,37838.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,FL,2005,277984,521112.0,214846.0,402198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,IN,2005,57599,117219.0,59563.0,112271.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,HI,2005,24644,46392.0,23887.0,49348.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,RI,2005,12295,20730.0,17049.0,30730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,TN,2005,81384,165869.0,62851.0,124207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,GA,2005,133945,278081.0,94831.0,190564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,OH,2005,73759,142377.0,99466.0,180135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,PA,2005,102205,196892.0,109959.0,192753.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,WV,2005,19058,38294.0,18495.0,34497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,MN,2005,44021,79387.0,46497.0,82940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,VT,2005,9646,15706.0,10415.0,16306.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,LA,2005,30090,60014.0,102453.0,221244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,VA,2005,120271,228869.0,116842.0,226593.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,CO,2005,78437,148097.0,65889.0,124188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,KY,2005,42459,86301.0,39764.0,78360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,MA,2005,60749,94961.0,80914.0,136756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,NM,2005,30861,62082.0,27563.0,54974.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,KS,2005,35159,72506.0,39052.0,78122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,NE,2005,18691,37638.0,21901.0,42520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,MO,2005,62772,123887.0,59011.0,111619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,OK,2005,39150,84274.0,36000.0,74256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,DC,2005,23833,32302.0,23432.0,37613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,NV,2005,68305,128778.0,45558.0,88202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,WA,2005,89953,172428.0,72534.0,138381.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,NC,2005,133582,267527.0,94009.0,183280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,TX,2005,228934,497625.0,160307.0,328077.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,MI,2005,50513,96424.0,81374.0,148535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,ND,2005,8879,15826.0,10484.0,18764.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,WI,2005,43408,82946.0,48084.0,84527.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,SC,2005,65196,130218.0,47617.0,92402.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,AK,2005,14616,28630.0,14990.0,30159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,IA,2005,28152,55946.0,31035.0,56057.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,AL,2005,48321,102847.0,38709.0,78087.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,UT,2005,31472,71887.0,27345.0,60429.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,MT,2005,16218,30599.0,14251.0,25456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,AZ,2005,117628,231452.0,73142.0,142620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,NJ,2005,80561,147037.0,109461.0,205670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,WY,2005,12170,23606.0,11109.0,20781.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,MD,2005,77007,137899.0,83839.0,157777.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,SD,2005,11263,21645.0,11157.0,20391.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,ME,2005,14875,26654.0,15414.0,25911.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,OR,2005,55694,102605.0,42674.0,78227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,AR,2005,33838,72526.0,27455.0,56466.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,ID,2005,26846,58687.0,20186.0,41322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,MS,2005,31458,66421.0,37022.0,76607.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,CT,2005,35794,64442.0,44212.0,78055.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,CA,2005,210034,359686.0,289623.0,594330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,DE,2005,15709,29432.0,13163.0,24809.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,NY,2005,134554,213603.0,207250.0,383235.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,OH,1996,83283,161335.0,96232.0,181078.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,LA,1996,37064,76001.0,43185.0,89699.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,WV,1996,17590,35633.0,20133.0,38807.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,ID,1996,21717,47155.0,18695.0,38775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,DE,1996,12966,24442.0,11381.0,21790.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,MI,1996,63522,124481.0,72659.0,135167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,NE,1996,20731,43526.0,22779.0,45734.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,CT,1996,35624,64742.0,45841.0,81848.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,OK,1996,42232,91479.0,41136.0,87101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,WI,1996,41691,82002.0,45162.0,82626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,ND,1996,9171,17981.0,11290.0,22269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,MO,1996,63202,127201.0,58367.0,114533.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,DC,1996,20674,30813.0,24941.0,42771.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,VT,1996,9177,15692.0,9631.0,15961.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,AK,1996,14212,28545.0,15190.0,31979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,PA,1996,83794,159112.0,106257.0,192681.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,NM,1996,30639,62606.0,31883.0,66866.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,MS,1996,30665,65038.0,29567.0,60850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,RI,1996,11641,20499.0,13667.0,24644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,VA,1996,116266,229353.0,109226.0,218437.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,SC,1996,55564,112852.0,45377.0,90596.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,OR,1996,51996,97656.0,40873.0,77205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,MT,1996,14569,28148.0,15513.0,29917.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,ME,1996,14348,27059.0,15068.0,26316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,NY,1996,115811,187637.0,190064.0,350411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,AL,1996,45732,98227.0,42206.0,87804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,IN,1996,58345,118909.0,59329.0,115523.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,NV,1996,57355,111245.0,33381.0,63691.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,IL,1996,97206,181194.0,122718.0,236286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,IA,1996,28684,57365.0,33625.0,63458.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,MA,1996,67156,106990.0,67764.0,114173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,CO,1996,85625,160407.0,66357.0,128729.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,WA,1996,87565,170956.0,71293.0,140169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,NH,1996,22560,41300.0,20424.0,35771.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,UT,1996,27519,59370.0,24110.0,54096.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,NC,1996,121279,239998.0,89062.0,179252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,FL,1996,245522,465693.0,180038.0,342940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,AZ,1996,97202,187522.0,67133.0,131875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,KY,1996,43689,91018.0,40795.0,83135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,NJ,1996,76004,142434.0,93813.0,173687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,GA,1996,122203,248050.0,93088.0,187641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,CA,1996,228764,396095.0,247534.0,501645.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,SD,1996,9933,19899.0,11960.0,23615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,HI,1996,21653,42235.0,24794.0,51551.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,TN,1996,76342,155860.0,62082.0,126590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,WY,1996,10023,20388.0,11478.0,23199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,MD,1996,70915,133773.0,74091.0,140937.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,AR,1996,31377,67748.0,29635.0,62576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,KS,1996,38360,80548.0,39330.0,81886.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,TX,1996,190354,399159.0,168365.0,357149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,MN,1996,44580,84679.0,44388.0,81090.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,AK,2004,13497,26336.0,14382.0,28973.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,VT,2004,9423,15510.0,9975.0,15910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,NV,2004,65624,124485.0,43004.0,83443.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,MS,2004,28476,59874.0,28254.0,57916.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,OK,2004,36344,77028.0,36562.0,75635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,KY,2004,42112,85957.0,38781.0,77017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,WV,2004,18534,37249.0,18104.0,33742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,ME,2004,15339,27817.0,14780.0,25143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,CT,2004,35809,65279.0,43182.0,76794.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,WA,2004,81217,155005.0,71665.0,137263.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,TX,2004,174524,367442.0,157728.0,321719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,UT,2004,28502,64216.0,27533.0,61403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,VA,2004,119328,229138.0,109975.0,211946.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,DC,2004,22545,30819.0,23403.0,38365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,FL,2004,292377,556187.0,187817.0,347330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,NY,2004,128714,205459.0,206291.0,385375.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,WY,2004,11063,21579.0,11158.0,21206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,CO,2004,72781,135848.0,68704.0,130859.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,AR,2004,31018,66299.0,26456.0,54012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,WI,2004,42171,80809.0,46057.0,81483.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,RI,2004,12467,21332.0,16655.0,30209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,CA,2004,203466,351509.0,275429.0,552659.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,MT,2004,15595,29389.0,13978.0,25219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,DE,2004,15400,29061.0,12310.0,23029.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,MA,2004,58597,91850.0,83464.0,142506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,MN,2004,41288,74502.0,45627.0,81732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,MD,2004,75496,136991.0,78434.0,147076.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,NC,2004,118444,235799.0,91884.0,180317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,AZ,2004,112506,222514.0,68514.0,132497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,IN,2004,55080,111879.0,57401.0,108164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,PA,2004,97837,187480.0,105898.0,186674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,KS,2004,33153,67776.0,38086.0,76829.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,AL,2004,42374,89725.0,38276.0,77973.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,NM,2004,29916,60202.0,27141.0,54301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,TN,2004,75213,152838.0,59839.0,119023.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,MI,2004,50847,98544.0,75182.0,137928.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,OR,2004,51715,94971.0,42198.0,78258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,MO,2004,60193,118747.0,57904.0,110564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,ID,2004,25003,53755.0,18810.0,38247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,ND,2004,8622,15608.0,10346.0,18564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,NH,2004,22731,40484.0,22113.0,37999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,LA,2004,34531,69068.0,39028.0,79037.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,NE,2004,18887,38282.0,21553.0,41935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,GA,2004,116097,238766.0,96434.0,194289.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,SC,2004,58944,116905.0,46038.0,89141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,OH,2004,71799,138407.0,95149.0,173407.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,SD,2004,10686,20201.0,10751.0,19745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,IA,2004,26929,53105.0,30420.0,55526.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,NJ,2004,79062,146413.0,104014.0,196067.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,HI,2004,21921,40528.0,20694.0,41752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,IL,2004,92445,165589.0,119261.0,228355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,IN,2001,56827,110621.0,61742.0,115757.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,AL,2001,40994,84568.0,43025.0,86851.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,NC,2001,116753,222207.0,100327.0,194687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,UT,2001,27357,56900.0,29197.0,64299.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,NH,2001,24720,44495.0,21689.0,36644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,WA,2001,85685,159342.0,77748.0,148062.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,CO,2001,84950,154879.0,76583.0,143176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,OH,2001,82237,152750.0,96883.0,176643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,MA,2001,72444,110127.0,81305.0,136473.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,NV,2001,58006,109837.0,40628.0,75415.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,IA,2001,28443,54823.0,34371.0,63363.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,IL,2001,100309,177085.0,126190.0,235811.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,TN,2001,71285,141043.0,64416.0,127250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,WI,2001,45551,86270.0,46287.0,81116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,WY,2001,12026,23728.0,11342.0,21251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,SD,2001,10869,20739.0,11960.0,22224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,CA,2001,240139,407757.0,260174.0,494493.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,HI,2001,25139,47091.0,22611.0,45808.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,GA,2001,123810,240424.0,103539.0,204358.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,NJ,2001,87443,158162.0,97564.0,176114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,AZ,2001,101093,191551.0,74521.0,140774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
